stop_id,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station,lat_swiss,long_swiss
8572368,"Wolfwil, Oberdorf",47.2697632592858,7.78915708239201,NA,NA,NA,235488.1411730612,626526.0079714777
8572369,"Wolfwil, Schweissacker",47.2758157398324,7.77493675144242,NA,NA,NA,236156.34387384533,625447.0282596971
8572370,"Kestenholz, Rain",47.2799661345135,7.7573028224127,NA,NA,NA,236612.221234157,624110.8877733429
8572371,"Oensingen, Post",47.2898075458153,7.71521675134584,NA,NA,NA,237694.32914279966,620922.842795004
8572372,"Oensingen, Bahnhof",47.2853654264858,7.71001550585007,NA,NA,NA,237199.0900153453,620531.0957266071
8572373,"Solothurn, Hauptbahnhof",47.2045256848634,7.54227309282308,NA,NA,NA,228181.2972811267,607852.8340497923
8572374,"Solothurn, Grenchenstrasse",47.2118304781692,7.52755868846715,NA,NA,NA,228992.06672316475,606737.0616893772
8572375,"Chur, Amselweg",46.8568403595664,9.53094550277802,NA,NA,NA,191649.85701119073,759539.8267322094
8572376,"Solothurn, St. Katharinen",47.2153940222126,7.54893859223217,NA,NA,NA,229390.28902229195,608356.1717343539
8572377,"Feldbrunnen, Bahnhof",47.2200738609803,7.55465187743997,NA,NA,NA,229911.1996544417,608788.1967399663
8572378,"Riedholz, Bahnhof",47.2310793111934,7.5723307222339,NA,NA,NA,231136.87263895464,610125.2023704691
8572380,"Hubersdorf, Siggern",47.2461013557651,7.58051437447337,NA,NA,NA,232808.0710430987,610741.9405976343
8572381,"Günsberg, Neue Balmbergstrasse",47.2575037990934,7.57272598095897,NA,NA,NA,234074.74320139582,610150.1473245593
8572382,"Günsberg, Bangerten",47.2568758139615,7.56580895327028,NA,NA,NA,234004.05902511935,609626.6994158569
8572383,"Günsberg, Längmatt",47.2636552207691,7.55142692556953,NA,NA,NA,234756.13052947354,608537.0140556459
8572384,"Balmberg, Vorder-Balmberg",47.26219820927,7.54411463915578,NA,NA,NA,234593.37860502733,607983.8154884839
8572385,"Balmberg, Mittler-Balmberg",47.2621006673191,7.5412400302462,NA,NA,NA,234582.24800904075,607766.2650712073
8572386,"Solothurn, Baseltor",47.2095238100181,7.54115918187061,NA,NA,NA,228736.86348481505,607767.7170228147
8572387,"Baden, Lindenplatz",47.4714736323377,8.30568837083264,NA,NA,NA,258216.3437189167,665365.1918513129
8572388,"Aarau, Aarepark",47.3963369089406,8.0413231658323,NA,NA,NA,249676.041495212,645500.1459436953
8572389,"Küttigen, Stock",47.4087587293526,8.05036920074465,NA,NA,NA,251062.3769429258,646172.2980350414
8572390,"Küttigen, Kreuz",47.4164730109836,8.04751255814075,NA,NA,NA,251918.37690043735,645950.0448995654
8572391,"Densbüren, Ausserdorf",47.4529379284091,8.0531539781258,NA,NA,NA,255975.89595162566,646344.0504620682
8572392,"Densbüren, Breite",47.4625952868924,8.04852765441195,NA,NA,NA,257046.8990889131,645986.8321744079
8572393,"Herznach, Oberherznach",47.470149870217,8.05389957981173,NA,NA,NA,257889.99248934898,646385.2883253066
8572394,"Ueken, Zeihen Abzw.",47.480520471518,8.05246227535694,NA,NA,NA,259042.17322475213,646267.9226214745
8572395,"Ueken, Unterdorf",47.4878660875101,8.04385641493387,NA,NA,NA,259853.84574595917,645612.9792205642
8572396,"Frick, Oberdorf",47.5043687285085,8.0270579191185,NA,NA,NA,261679.04701517787,644333.2530794181
8572397,"Frick, Unterdorf",47.5082220369956,8.01937732343821,NA,NA,NA,262103.16639118228,643751.4334346344
8572398,"Frick, Neumatt",47.5093688726124,8.02315923078488,NA,NA,NA,262232.78955168725,644035.3911520597
8572399,"Frick, Abzw. Ittenthal",47.5202291949344,8.0363914149218,NA,NA,NA,263447.787023965,645023.0146652604
8572400,"Kaisten, Kaisterberg",47.5276723744459,8.03540326810913,NA,NA,NA,264274.7870385929,644942.3034757463
8572401,"Kaisten, Weidstrasse",47.5433196248152,8.04538355091709,NA,NA,NA,266020.2820013468,645680.444212215
8572402,"Laufenburg, Blauen",47.5551368743224,8.05731317789186,NA,NA,NA,267341.1920487415,646568.2067498451
8572403,"Laufenburg, Bahnhof",47.5594835450794,8.06025965202418,NA,NA,NA,267826.23004621995,646786.1552200036
8572404,"Chur, Wiesental",46.8618834369559,9.53074787341548,NA,NA,NA,192209.8895671881,759509.8108149479
8572405,"Oberhof, Benkenhöfe",47.4440989800393,8.02874675185288,NA,NA,NA,254979.05143876548,644510.8277761227
8572406,"Wölflinswil, Mühlmatt",47.4568253803379,7.99975811763031,NA,NA,NA,256377.97570491538,642314.2526986009
8572407,"Wölflinswil, Unterdorf",47.4647876853556,7.9959043450609,NA,NA,NA,257261.17578725543,642017.3712497301
8572408,"Wittnau, Hofmatt",47.4826149873722,7.98238470003302,NA,NA,NA,259236.12688990572,640984.327597245
8572409,"Wittnau, Mitteldorf",47.4795551447962,7.97522512721759,NA,NA,NA,258892.21246680067,640447.0292505113
8572410,"Wittnau, Obere Gasse",47.477235859674,7.97046405621109,NA,NA,NA,258631.9061028388,640089.9087666561
8572411,"Gipf-Oberfrick, Rösslibrücke",47.4939906959536,7.99929997683534,NA,NA,NA,260509.88010123954,642250.2156441021
8572412,"Gipf-Oberfrick, Brücke",47.4996230055987,8.00514800933578,NA,NA,NA,261139.263165927,642686.3747272898
8572413,"Frick, Ebnet",47.503713334509,8.01290047023881,NA,NA,NA,261598.28333556085,643267.1699386812
8572414,"Frick, Firma Müller",47.5050847977833,8.02006902620708,NA,NA,NA,261754.74120898463,643806.1239458486
8572415,"Kaisten, Unterdorf",47.5434833504225,8.04433252203452,NA,NA,NA,266037.8751146843,645601.178033612
8572416,"Sisseln AG, Breitenacher",47.5531725700858,7.99366754000313,NA,NA,NA,267086.99639042566,641779.2993696736
8572417,"Sisseln AG, Unterdorf",47.5526026655705,7.98747814769468,NA,NA,NA,267020.357516338,641313.8629397056
8572418,"Sisseln AG, DSM",47.551802363661,7.97952805742912,NA,NA,NA,266927.2243285517,640716.0608992495
8572419,"Sisseln AG, Syngenta",47.5521055097616,7.96454415848792,NA,NA,NA,266953.2718332574,639587.9576968392
8572420,"Stein AG, Novartis",47.5511718141547,7.95798645691294,NA,NA,NA,266846.1738434968,639095.030741524
8572421,"Stein AG, Coop",47.5461877809115,7.95150960371353,NA,NA,NA,266288.8148472007,638611.1114712275
8572422,"Stein AG, Zürcherstrasse",47.5413245568929,7.95547117411705,NA,NA,NA,265750.04657437315,638912.8980501717
8572424,"Laufenburg, Regionalspital",47.5622477673461,8.06293663157123,NA,NA,NA,268135.16992986185,646985.1849196178
8572425,"Wallbach, Friedhof",47.5565009311655,7.9010692005032,NA,NA,NA,267411.93404538045,634807.1660589604
8572426,"Wallbach, Gemeindehaus",47.5581195658824,7.90434805129069,NA,NA,NA,267593.3627433119,635052.8869009101
8572427,"Wallbach, Rheinstrasse",47.5544699891644,7.90724062650596,NA,NA,NA,267188.87160885014,635273.013533719
8572429,"Mumpf, Bahnhof",47.5476187683987,7.91014218487407,NA,NA,NA,266428.4131086682,635495.9820294552
8572431,"Mumpf, Bahnhofstrasse",47.5469578510668,7.91459782868392,NA,NA,NA,266356.9502099621,635831.8432493177
8572432,"Mumpf, Dorf",47.5456845006026,7.92230537382274,NA,NA,NA,266218.9140524243,636412.9374350344
8572433,"Obermumpf, Ausserdorf",47.5289643591539,7.93831335218798,NA,NA,NA,264367.4103864588,637629.8648458525
8572434,"Obermumpf, Bündtematt",47.5348537078116,7.92967155915355,NA,NA,NA,265018.1194968022,636975.0006293692
8572435,"Schupfart, Mühle",47.5225769132494,7.95053942320655,NA,NA,NA,263663.1469235511,638555.1782706961
8572436,"Kaisten, Steigstich",47.5332768100826,8.04565304550236,NA,NA,NA,264903.82921320864,645709.361617815
8572437,"Laufenburg, Kreisschule",47.5535727121059,8.05730419473901,NA,NA,NA,267167.2746742395,646568.9003688603
8572438,"Sulz AG, Leidikon",47.5474671825912,8.09242832235298,NA,NA,NA,266509.85012717714,649218.3223464177
8572439,"Sulz AG, Mitteldorf",47.5327309498207,8.09542869540235,NA,NA,NA,264873.29528731183,649457.8852280967
8572440,"Obersulz, Hauptstrasse",47.5275328624563,8.09669531995314,NA,NA,NA,264296.1495156905,649558.1027844232
8572441,"Etzgen, Rheintalstrasse",47.5734486486016,8.10440286509196,NA,NA,NA,269406.17611176946,650095.2530474359
8572442,"Etzgen, Mühle",47.5690425271146,8.11162531997728,NA,NA,NA,268920.91156027163,650642.8750979636
8572443,"Wil AG, Steinhof",47.5617870737632,8.14750403243001,NA,NA,NA,268137.970374996,653349.9219002088
8572444,"Wil AG, Ausserdorf",47.5589925166591,8.15416953183911,NA,NA,NA,267831.80876831815,653854.3790154665
8572445,"Hottwil, Gassweg",47.5490860963543,8.16094282908231,NA,NA,NA,266735.0391094534,654374.2747924
8572446,"Oberhofen AG, Kreuz",47.5547973702116,8.13331963409179,NA,NA,NA,267351.2821313386,652289.3181686131
8572447,"Gansingen, Oberdorf",47.5407787804057,8.13581695058199,NA,NA,NA,265794.30188181193,652491.1206346886
8572448,"Gansingen, Unterbüren",47.5357088517494,8.13764053060901,NA,NA,NA,265231.8283578448,652633.4297171456
8572449,"Remigen, Stig",47.5118020228666,8.19160232973358,NA,NA,NA,262611.37252683385,656721.9133353246
8572450,"Umiken, Abzw. Riniken",47.4828092570747,8.18592497713715,NA,NA,NA,259383.82436496063,656324.9277317422
8572451,"Hornussen, Oberdorf",47.499586591744,8.0660627687604,NA,NA,NA,261170.09912239749,647276.1003283643
8572452,"Bözen, Mitteldorf",47.4949496878999,8.08307686024399,NA,NA,NA,260664.93527997614,648562.2726293062
8572453,"Chur, Lachen",46.8631978762592,9.52791818027011,NA,NA,NA,192350.2124995023,759290.2254118425
8572454,"Bözen, Ausserdorf",47.4933837299755,8.09019151729521,NA,NA,NA,260495.25148145395,649099.8233957139
8572455,"Effingen, Dorf",47.4887462783577,8.10387285907425,NA,NA,NA,259988.29189938246,650135.1416690096
